DPNOM;DPMP;Población;clave_union
Valle del Cauca;Palmira;359888;Valle del Cauca_Palmira
Valle del Cauca;Pradera;49487;Valle del Cauca_Pradera
Valle del Cauca;Restrepo;16596;Valle del Cauca_Restrepo
Valle del Cauca;Riofrío;16014;Valle del Cauca_Riofrío
Valle del Cauca;Roldanillo;37806;Valle del Cauca_Roldanillo
Valle del Cauca;San Pedro;18196;Valle del Cauca_San Pedro
Valle del Cauca;Sevilla;43890;Valle del Cauca_Sevilla
Valle del Cauca;Toro;15013;Valle del Cauca_Toro
Valle del Cauca;Trujillo;19790;Valle del Cauca_Trujillo
Valle del Cauca;Tuluá;233385;Valle del Cauca_Tuluá
Valle del Cauca;Ulloa;5847;Valle del Cauca_Ulloa
Valle del Cauca;Versalles;7475;Valle del Cauca_Versalles
Valle del Cauca;Vijes;13324;Valle del Cauca_Vijes
Valle del Cauca;Yotoco;16466;Valle del Cauca_Yotoco
Valle del Cauca;Yumbo;108895;Valle del Cauca_Yumbo
Valle del Cauca;Zarzal;43252;Valle del Cauca_Zarzal
Arauca;Arauca;101658;Arauca_Arauca
Arauca;Arauquita;64172;Arauca_Arauquita
Arauca;Cravo Norte;4631;Arauca_Cravo Norte
Arauca;Fortul;24446;Arauca_Fortul
Arauca;Puerto Rondón;5290;Arauca_Puerto Rondón
Arauca;Saravena;65754;Arauca_Saravena
Arauca;Tame;54772;Arauca_Tame
Casanare;Yopal;196758;Casanare_Yopal
Casanare;Aguazul;41758;Casanare_Aguazul
Casanare;Chámeza;2581;Casanare_Chámeza
Casanare;Hato Corozal;14092;Casanare_Hato Corozal
Casanare;La Salina;1450;Casanare_La Salina
Casanare;Maní;18551;Casanare_Maní
Casanare;Monterrey;19752;Casanare_Monterrey
Casanare;Nunchía;10139;Casanare_Nunchía
Casanare;Orocué;14280;Casanare_Orocué
Casanare;Paz de Ariporo;41591;Casanare_Paz de Ariporo
Casanare;Pore;13068;Casanare_Pore
Casanare;Recetor;1601;Casanare_Recetor
Casanare;Sabanalarga;4156;Casanare_Sabanalarga
Casanare;Sácama;2413;Casanare_Sácama
Casanare;San Luis de Palenque;9135;Casanare_San Luis de Palenque
Casanare;Támara;7181;Casanare_Támara
Casanare;Tauramena;27184;Casanare_Tauramena
Casanare;Trinidad;15432;Casanare_Trinidad
Casanare;Villanueva;40816;Casanare_Villanueva
Putumayo;Mocoa;65894;Putumayo_Mocoa
Putumayo;Colón;5954;Putumayo_Colón
Putumayo;Orito;41474;Putumayo_Orito
Putumayo;Puerto Asís;74264;Putumayo_Puerto Asís
Putumayo;Puerto Caicedo;17244;Putumayo_Puerto Caicedo
Putumayo;Puerto Guzmán;39052;Putumayo_Puerto Guzmán
Putumayo;Puerto Leguízamo;33166;Putumayo_Puerto Leguízamo
Putumayo;Sibundoy;17211;Putumayo_Sibundoy
Putumayo;San Francisco;6419;Putumayo_San Francisco
Putumayo;San Miguel;21564;Putumayo_San Miguel
Putumayo;Santiago;7917;Putumayo_Santiago
Putumayo;Valle del Guamuez;36335;Putumayo_Valle del Guamuez
Putumayo;Villagarzón;27494;Putumayo_Villagarzón
Archipiélago de San Andrés;San Andrés;56241;Archipiélago de San Andrés_San Andrés
Archipiélago de San Andrés;Providencia;5940;Archipiélago de San Andrés_Providencia
Amazonas;Leticia;55691;Amazonas_Leticia
Amazonas;El Encanto (ANM);2172;Amazonas_El Encanto 
Amazonas;La Chorrera (ANM);3246;Amazonas_La Chorrera 
Amazonas;La Pedrera (ANM);4307;Amazonas_La Pedrera 
Amazonas;La Victoria (ANM);702;Amazonas_La Victoria 
Amazonas;Miriti - Paraná (ANM);1963;Amazonas_Miriti  Paraná 
Amazonas;Puerto Alegría (ANM);803;Amazonas_Puerto Alegría 
Amazonas;Puerto Arica (ANM);1119;Amazonas_Puerto Arica 
Amazonas;Puerto Nariño;11048;Amazonas_Puerto Nariño
Amazonas;Puerto Santander (ANM);1994;Amazonas_Puerto Santander 
Amazonas;Tarapacá (ANM);4435;Amazonas_Tarapacá 
Guainía;Inírida;38767;Guainía_Inírida
Guainía;Barrancominas*;11326;Guainía_Barrancominas
Guainía;Mapiripana (ANM);0;Guainía_Mapiripana 
Guainía;San Felipe (ANM);2051;Guainía_San Felipe 
Guainía;Puerto Colombia (ANM);2273;Guainía_Puerto Colombia 
Guainía;La Guadalupe (ANM);341;Guainía_La Guadalupe 
Guainía;Cacahual (ANM);1039;Guainía_Cacahual 
Guainía;Pana Pana (ANM);2371;Guainía_Pana Pana 
Guainía;Morichal (ANM);1072;Guainía_Morichal 
Guaviare;San José del Guaviare;64930;Guaviare_San José del Guaviare
Guaviare;Calamar;11935;Guaviare_Calamar
Guaviare;El Retorno;17957;Guaviare_El Retorno
Guaviare;Miraflores;8415;Guaviare_Miraflores
Vaupés;Mitú;35749;Vaupés_Mitú
Vaupés;Carurú;3708;Vaupés_Carurú
Vaupés;Pacoa (ANM);4918;Vaupés_Pacoa
Vaupés;Taraira;2658;Vaupés_Taraira
Vaupés;Papunahua (ANM);844;Vaupés_Papunahua 
Vaupés;Yavaraté (ANM);1265;Vaupés_Yavaraté
Vichada;Puerto Carreño;22963;Vichada_Puerto Carreño
Vichada;La Primavera;11380;Vichada_La Primavera
Vichada;Santa Rosalía;4732;Vichada_Santa Rosalía
Vichada;Cumaribo;88392;Vichada_Cumaribo
